week,num_fac,total_ed_visits,visits,pct_visits,visit_type,region,source,year
47,153,55428,597,0.011000000000000001,cli,Region 8,Emergency Departments,2019
48,155,52869,698,0.013000000000000001,cli,Region 8,Emergency Departments,2019
49,154,56500,573,0.01,cli,Region 8,Emergency Departments,2019
50,159,56029,648,0.012,cli,Region 8,Emergency Departments,2019
51,157,56688,713,0.013000000000000001,cli,Region 8,Emergency Departments,2019
52,154,59648,1177,0.02,cli,Region 8,Emergency Departments,2019
1,157,62670,1022,0.016,cli,Region 8,Emergency Departments,2020
2,157,59992,909,0.015,cli,Region 8,Emergency Departments,2020
3,156,59172,854,0.013999999999999999,cli,Region 8,Emergency Departments,2020
4,157,61329,1033,0.017,cli,Region 8,Emergency Departments,2020
5,157,63028,1247,0.02,cli,Region 8,Emergency Departments,2020
6,161,60658,1082,0.018000000000000002,cli,Region 8,Emergency Departments,2020
7,161,60170,1010,0.017,cli,Region 8,Emergency Departments,2020
8,158,60739,1071,0.018000000000000002,cli,Region 8,Emergency Departments,2020
9,158,60219,994,0.017,cli,Region 8,Emergency Departments,2020
10,160,60986,1175,0.019,cli,Region 8,Emergency Departments,2020
11,158,60560,2017,0.033,cli,Region 8,Emergency Departments,2020
12,157,49220,2468,0.05,cli,Region 8,Emergency Departments,2020
13,158,41496,1900,0.046,cli,Region 8,Emergency Departments,2020
14,158,36827,1527,0.040999999999999995,cli,Region 8,Emergency Departments,2020
40,135,130052,1113,0.009000000000000001,ili,Region 9,Emergency Departments,2019
41,135,132235,1211,0.009000000000000001,ili,Region 9,Emergency Departments,2019
42,136,132244,1375,0.01,ili,Region 9,Emergency Departments,2019
43,137,134291,1535,0.011000000000000001,ili,Region 9,Emergency Departments,2019
44,137,133206,1653,0.012,ili,Region 9,Emergency Departments,2019
45,141,143844,2304,0.016,ili,Region 9,Emergency Departments,2019
46,142,147599,2685,0.018000000000000002,ili,Region 9,Emergency Departments,2019
47,140,144915,2687,0.019,ili,Region 9,Emergency Departments,2019
48,140,126361,2527,0.02,ili,Region 9,Emergency Departments,2019
49,139,143623,2697,0.019,ili,Region 9,Emergency Departments,2019
50,139,145169,2724,0.019,ili,Region 9,Emergency Departments,2019
51,138,143670,2929,0.02,ili,Region 9,Emergency Departments,2019
52,140,135988,4018,0.03,ili,Region 9,Emergency Departments,2019
1,138,147136,4028,0.027000000000000003,ili,Region 9,Emergency Departments,2020
2,140,153859,3411,0.022000000000000002,ili,Region 9,Emergency Departments,2020
3,140,155262,3667,0.024,ili,Region 9,Emergency Departments,2020
4,139,157373,4290,0.027000000000000003,ili,Region 9,Emergency Departments,2020
5,139,159935,4646,0.028999999999999998,ili,Region 9,Emergency Departments,2020
6,138,154342,4209,0.027000000000000003,ili,Region 9,Emergency Departments,2020
7,138,153368,4009,0.026000000000000002,ili,Region 9,Emergency Departments,2020
8,138,156550,3885,0.025,ili,Region 9,Emergency Departments,2020
9,139,153316,3259,0.021,ili,Region 9,Emergency Departments,2020
10,139,150380,3659,0.024,ili,Region 9,Emergency Departments,2020
11,140,143220,4574,0.032,ili,Region 9,Emergency Departments,2020
12,138,110499,5096,0.046,ili,Region 9,Emergency Departments,2020
13,138,86732,3367,0.039,ili,Region 9,Emergency Departments,2020
14,138,76153,2482,0.033,ili,Region 9,Emergency Departments,2020
40,135,130052,1059,0.008,cli,Region 9,Emergency Departments,2019
41,135,132235,1166,0.009000000000000001,cli,Region 9,Emergency Departments,2019
42,136,132244,1332,0.01,cli,Region 9,Emergency Departments,2019
43,137,134291,1406,0.01,cli,Region 9,Emergency Departments,2019
44,137,133206,1529,0.011000000000000001,cli,Region 9,Emergency Departments,2019
45,141,143844,1931,0.013000000000000001,cli,Region 9,Emergency Departments,2019
46,142,147599,2059,0.013999999999999999,cli,Region 9,Emergency Departments,2019
47,140,144915,2083,0.013999999999999999,cli,Region 9,Emergency Departments,2019
48,140,126361,2043,0.016,cli,Region 9,Emergency Departments,2019
49,139,143623,2234,0.016,cli,Region 9,Emergency Departments,2019
50,139,145169,2199,0.015,cli,Region 9,Emergency Departments,2019
51,138,143670,2328,0.016,cli,Region 9,Emergency Departments,2019
52,140,135988,3084,0.023,cli,Region 9,Emergency Departments,2019
1,138,147136,3225,0.022000000000000002,cli,Region 9,Emergency Departments,2020
2,140,153859,2630,0.017,cli,Region 9,Emergency Departments,2020
3,140,155262,2587,0.017,cli,Region 9,Emergency Departments,2020
4,139,157373,3201,0.02,cli,Region 9,Emergency Departments,2020
5,139,159935,3555,0.022000000000000002,cli,Region 9,Emergency Departments,2020
6,138,154342,3217,0.021,cli,Region 9,Emergency Departments,2020
7,138,153368,3163,0.021,cli,Region 9,Emergency Departments,2020
8,138,156550,3087,0.02,cli,Region 9,Emergency Departments,2020
9,139,153316,2638,0.017,cli,Region 9,Emergency Departments,2020
10,139,150380,3034,0.02,cli,Region 9,Emergency Departments,2020
11,140,143220,4255,0.03,cli,Region 9,Emergency Departments,2020
12,138,110499,5488,0.05,cli,Region 9,Emergency Departments,2020
13,138,86732,4041,0.047,cli,Region 9,Emergency Departments,2020
14,138,76153,3133,0.040999999999999995,cli,Region 9,Emergency Departments,2020
40,187,90302,482,0.005,ili,Region 10,Emergency Departments,2019
41,184,90825,492,0.005,ili,Region 10,Emergency Departments,2019
42,189,91807,596,0.006,ili,Region 10,Emergency Departments,2019
43,184,90911,554,0.006,ili,Region 10,Emergency Departments,2019
44,186,86757,579,0.006999999999999999,ili,Region 10,Emergency Departments,2019
45,189,88145,720,0.008,ili,Region 10,Emergency Departments,2019
46,188,93981,931,0.01,ili,Region 10,Emergency Departments,2019
47,191,94178,1028,0.011000000000000001,ili,Region 10,Emergency Departments,2019
48,191,90690,1315,0.013999999999999999,ili,Region 10,Emergency Departments,2019
49,188,96809,1309,0.013999999999999999,ili,Region 10,Emergency Departments,2019
50,189,97291,1750,0.018000000000000002,ili,Region 10,Emergency Departments,2019
51,190,98254,2173,0.022000000000000002,ili,Region 10,Emergency Departments,2019
52,189,102118,2925,0.028999999999999998,ili,Region 10,Emergency Departments,2019
1,192,102822,2400,0.023,ili,Region 10,Emergency Departments,2020
2,194,96838,1519,0.016,ili,Region 10,Emergency Departments,2020
3,189,91608,1253,0.013999999999999999,ili,Region 10,Emergency Departments,2020
4,189,96547,1402,0.015,ili,Region 10,Emergency Departments,2020
5,190,95681,1654,0.017,ili,Region 10,Emergency Departments,2020
6,190,93768,1459,0.016,ili,Region 10,Emergency Departments,2020
7,194,95389,1440,0.015,ili,Region 10,Emergency Departments,2020
8,191,96643,1513,0.016,ili,Region 10,Emergency Departments,2020
9,191,96879,1675,0.017,ili,Region 10,Emergency Departments,2020
10,192,96177,2903,0.03,ili,Region 10,Emergency Departments,2020
11,191,91706,3816,0.042,ili,Region 10,Emergency Departments,2020
12,191,76249,3850,0.05,ili,Region 10,Emergency Departments,2020
13,192,62257,2397,0.039,ili,Region 10,Emergency Departments,2020
14,189,55508,1386,0.025,ili,Region 10,Emergency Departments,2020
40,187,90302,491,0.005,cli,Region 10,Emergency Departments,2019
41,184,90825,493,0.005,cli,Region 10,Emergency Departments,2019
42,189,91807,554,0.006,cli,Region 10,Emergency Departments,2019
43,184,90911,526,0.006,cli,Region 10,Emergency Departments,2019
44,186,86757,529,0.006,cli,Region 10,Emergency Departments,2019
45,189,88145,666,0.008,cli,Region 10,Emergency Departments,2019
46,188,93981,814,0.009000000000000001,cli,Region 10,Emergency Departments,2019
47,191,94178,817,0.009000000000000001,cli,Region 10,Emergency Departments,2019
48,191,90690,984,0.011000000000000001,cli,Region 10,Emergency Departments,2019
49,188,96809,997,0.01,cli,Region 10,Emergency Departments,2019
50,189,97291,1260,0.013000000000000001,cli,Region 10,Emergency Departments,2019
51,190,98254,1472,0.015,cli,Region 10,Emergency Departments,2019
52,189,102118,1997,0.02,cli,Region 10,Emergency Departments,2019
1,192,102822,1746,0.017,cli,Region 10,Emergency Departments,2020
2,194,96838,1151,0.012,cli,Region 10,Emergency Departments,2020
3,189,91608,968,0.011000000000000001,cli,Region 10,Emergency Departments,2020
4,189,96547,1056,0.011000000000000001,cli,Region 10,Emergency Departments,2020
5,190,95681,1236,0.013000000000000001,cli,Region 10,Emergency Departments,2020
6,190,93768,1200,0.013000000000000001,cli,Region 10,Emergency Departments,2020
7,194,95389,1159,0.012,cli,Region 10,Emergency Departments,2020
8,191,96643,1265,0.013000000000000001,cli,Region 10,Emergency Departments,2020
9,191,96879,1386,0.013999999999999999,cli,Region 10,Emergency Departments,2020
10,192,96177,2392,0.025,cli,Region 10,Emergency Departments,2020
11,191,91706,3517,0.038,cli,Region 10,Emergency Departments,2020
12,191,76249,3935,0.052000000000000005,cli,Region 10,Emergency Departments,2020
13,192,62257,2700,0.043,cli,Region 10,Emergency Departments,2020
14,189,55508,1714,0.031,cli,Region 10,Emergency Departments,2020
